title	pathway_id	cage_pathway_id	ID	ENTREZID	Pathway_ID1	ENTREZID_char	cage_ID	cage_ENTREZID	X0h_dnE47dox0h_vs_dnE47noDox0hlog2FC	X0h_dnE47dox0h_vs_RFPdox0hlog2FC	X0h_dnE47noDox0h_vs_RFPnoDox0hlog2FC	X0h_RFPdox0h_vs_RFPnoDox0hlog2FC	X24h_dnE47dox24h_vs_dnE47noDox24hlog2FC	X24h_dnE47dox24h_vs_RFPdox24hlog2FC	X24h_dnE47noDox24h_vs_RFPnoDox24hlog2FC	X24h_RFPdox24h_vs_RFPnoDox24hlog2FC	X48h_dnE47dox48h_vs_dnE47noDox48hlog2FC	X48h_dnE47dox48h_vs_RFPdox48hlog2FC	X48h_dnE47noDox48h_vs_RFPnoDox48hlog2FC	X48h_RFPdox48h_vs_RFPnoDox48hlog2FC	X72h_dnE47dox72h_vs_dnE47noDox72hlog2FC	X72h_dnE47dox72h_vs_RFPdox72hlog2FC	X72h_dnE47noDox72h_vs_RFPnoDox72hlog2FC	X72h_RFPdox72h_vs_RFPnoDox72hlog2FC	dnE47dox_24h_vs_0hlog2FC	dnE47dox_48h_vs_0hlog2FC	dnE47dox_72h_vs_0hlog2FC	dnE47noDox_24h_vs_0hlog2FC	dnE47noDox_48h_vs_0hlog2FC	dnE47noDox_72h_vs_0hlog2FC	RFPdox_24h_vs_0hlog2FC	RFPdox_48h_vs_0hlog2FC	RFPdox_72h_vs_0hlog2FC	RFPnoDox_24h_vs_0hlog2FC	RFPnoDox_48h_vs_0hlog2FC	RFPnoDox_72h_vs_0hlog2FC	cage_X0h_dnE47dox0h_vs_dnE47noDox0hlog2FC	cage_X0h_dnE47dox0h_vs_RFPdox0hlog2FC	cage_X0h_dnE47noDox0h_vs_RFPnoDox0hlog2FC	cage_X0h_RFPdox0h_vs_RFPnoDox0hlog2FC	cage_X24h_dnE47dox24h_vs_dnE47noDox24hlog2FC	cage_X24h_dnE47dox24h_vs_RFPdox24hlog2FC	cage_X24h_dnE47noDox24h_vs_RFPnoDox24hlog2FC	cage_X24h_RFPdox24h_vs_RFPnoDox24hlog2FC	cage_X48h_dnE47dox48h_vs_dnE47noDox48hlog2FC	cage_X48h_dnE47dox48h_vs_RFPdox48hlog2FC	cage_X48h_dnE47noDox48h_vs_RFPnoDox48hlog2FC	cage_X48h_RFPdox48h_vs_RFPnoDox48hlog2FC	cage_X72h_dnE47dox72h_vs_dnE47noDox72hlog2FC	cage_X72h_dnE47dox72h_vs_RFPdox72hlog2FC	cage_X72h_dnE47noDox72h_vs_RFPnoDox72hlog2FC	cage_X72h_RFPdox72h_vs_RFPnoDox72hlog2FC	cage_dnE47dox_24h_vs_0hlog2FC	cage_dnE47dox_48h_vs_0hlog2FC	cage_dnE47dox_72h_vs_0hlog2FC	cage_dnE47noDox_24h_vs_0hlog2FC	cage_dnE47noDox_48h_vs_0hlog2FC	cage_dnE47noDox_72h_vs_0hlog2FC	cage_RFPdox_24h_vs_0hlog2FC	cage_RFPdox_48h_vs_0hlog2FC	cage_RFPdox_72h_vs_0hlog2FC	cage_RFPnoDox_24h_vs_0hlog2FC	cage_RFPnoDox_48h_vs_0hlog2FC	cage_RFPnoDox_72h_vs_0hlog2FC
Pathways_in_cancer	hsa05200	hsa05200	BAD	572	05200	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Viral_carcinogenesis	hsa05203	hsa05203	BAD	572	05203	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Colorectal_cancer	hsa05210	hsa05210	BAD	572	05210	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Renal_cell_carcinoma	hsa05211	hsa05211	BAD	572	05211	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Pancreatic_cancer	hsa05212	hsa05212	BAD	572	05212	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Endometrial_cancer	hsa05213	hsa05213	BAD	572	05213	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Prostate_cancer	hsa05215	hsa05215	BAD	572	05215	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Melanoma	hsa05218	hsa05218	BAD	572	05218	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Chronic_myeloid_leukemia	hsa05220	hsa05220	BAD	572	05220	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Acute_myeloid_leukemia	hsa05221	hsa05221	BAD	572	05221	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Hepatocellular_carcinoma	hsa05225	hsa05225	BAD	572	05225	E572	BAD	572	-0.00410595847387324	0.118303012354836	-0.0588215391514848	-0.181230509980194	-0.446051927417113	-0.411929871140744	0.0572065059948993	0.0230844497185304	-0.807073266773835	-0.925013632523694	-0.0103292439852124	0.107611121764646	-0.974667292316266	-1.05491451624921	0.00782105168530748	0.0880682756182542	-0.804354699229764	-1.56325463024649	-1.34231888924443	-0.362408730286524	-0.760287321946523	-0.371757555402034	-0.274121815734184	-0.519937985367955	-0.169101360640378	-0.478436775432908	-0.808779617112796	-0.438400146238827	0.0309118865932097	0.0900314885540294	0.0855742962973212	0.0264546943365015	-0.351847647974386	-0.0798151928930732	0.0212890706678501	-0.250743384413463	-1.09018837869134	-1.20092718069773	0.360718500587618	0.471457302594009	-1.73094029259302	-1.21337715230032	0.349469503619049	-0.168093636673649	-0.626728291878858	-1.55252815417763	-2.02847486102138	-0.243968757311262	-0.431427888893081	-0.266622681835154	-0.456881610431755	-0.261569484925869	-0.725066220167032	-0.179683531681791	-0.706572093183377	-0.530517889156881
Pathways_in_cancer	hsa05200	hsa05200	WNT16	51384	05200	E51384	WNT16	51384	-0.0103011616817492	0.381037847330016	0.263833912508901	-0.127505096502864	0.294852049398726	0.159264361672971	-0.0947699651969715	0.0408177225287842	0.604711484563093	0.0496845471700636	-0.112200677004348	0.442826260388681	0.512100424087384	0.530660273947624	-0.202302660131893	-0.220862509992132	-0.2106743766981	0.104038550528213	0.292619509676549	-0.515827587778575	-0.510974095716628	-0.229782076092584	0.0110991089589455	0.435391850688166	0.142997083058942	-0.157223710072703	-0.134939506203379	0.23635449654821	-0.130606369648738	0.0164215804447947	0.00471361593095158	-0.142314334162581	0.351116322941057	0.054574433457924	-0.263979805291474	0.0325620841916596	0.633530846304379	0.405970152753934	-0.262675432061456	-0.0351147385110108	0.0111090494957262	-0.17549462235526	0.265561158006686	0.452164829857673	-0.311336988230247	-0.169668864570507	-0.479371131679382	-0.793059680820043	-0.933806080523625	-0.621086550823846	-0.349489841243377	-0.559217436879647	-0.287454928879327	-0.524366259597617	-0.666417032531217	-0.881934092899581
